e_uid,region1_nomenclature1,region_nomenclature2,topological_relation,annotation,reference,url,id,v_uid,v_uuid,v_lastmodified,v_status,v_lastmodified_epoch
644,Bed nuclei of the stria terminalis posterior division interfascicular nucleus (Swanson-1998),bed nucleus of the stria terminalis; medial division; posterolateral part (Paxinos/Watson-1998),is covered,Relations collated from Table 2; page 197. Refer to this Table for additional references.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),119,644,c7eac861-0407-51ba-81ab-2e56b3a01aaa,2016-05-09 16:57:11,C,1.4628130310509E9
882,Medial bed nucleus of the stria terminalis (de Olmos - 1995),Bed nucleus of the stria terminalis anterodorsal area (Ju/Swanson),contains,Collator note: this relation is not explicitely stated; nor described; in the text. It was extracted from Table V page 561.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13969,882,83459bad-3f2f-5e04-aca1-f7d522b0bacb,2016-05-09 16:57:11,C,1.4628130310509E9
945,Ventral part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),Ventral lateral subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),overlap,Our BSTLV seems to correspond to the most anterior and lateral portions of what Moga et al. (1989) label the ventrolateral [e.g.; in A of Figs. 9-12 (Moga et al.; 1989)] and to the lateral portion of their ventromedial subnucleus.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13983,945,67fcea98-9f20-5fba-914a-88597389105e,2016-05-09 16:57:11,C,1.4628130310509E9
374,Inferior colliculus external nucleus (Swanson-1998),Inferior colliculus external nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),475,374,e3721047-e8cd-5fb8-9c8e-97c2ecc7e31e,2016-05-09 16:57:11,C,1.4628130310509E9
901,Medial bed nucleus of the stria terminalis (de Olmos - 1995),Bed nucleus of the stria terminalis ventral subdivision (Moga-Fulwiler-Saper),overlap,The subdivisions of Moga et al. (1989) are similar to those proposed in our eralier description (de Olmos et al.; 1985) but with some variations...[...] we identify several simialr internal subdivisions of the medial and lateral nuclei; but not a separate ventral division.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13969,901,a02f8633-2962-5d3e-b86e-f56fca7c3963,2016-05-09 16:57:11,C,1.4628130310509E9
939,Juxtacapsular part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),Bed nucleus of the stria terminalis juxtacapsular nucleus (Ju/Swanson),identical,The relationship appears only listed in Table VI.A.; page 566; and no description is provided. It was interpreted as "identical".,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13985,939,297d3810-0ad5-5477-9c2c-48a960e1fc9b,2016-05-09 16:57:11,C,1.4628130310509E9
593,Pituitary gland; neural lobe (Swanson-1998),Pituitary gland; neural lobe (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),6969,593,a0b80021-a836-5b36-8b9f-1fbacb377c66,2016-05-09 16:57:11,C,1.4628130310509E9
182,Medial nucleus of the amygdala (Swanson-1998),Medial nucleus of the amygdala (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),260,182,e9a703ad-a2b1-598d-be90-369d783d9603,2016-05-09 16:57:11,C,1.4628130310509E9
171,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region dorsal domain (Swanson-1998),Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region dorsal domain (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),394,171,d6b5ade8-b7b1-5c7f-acaf-1b51fbde1db1,2016-05-09 16:57:11,C,1.4628130310509E9
496,Periaqueductal gray dorsolateral division (Swanson-1998),Periaqueductal gray dorsolateral division (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),547,496,c915a909-3dba-57d3-b3cb-b88191eb4de8,2016-05-09 16:57:11,C,1.4628130310509E9
156,Lateral septal nucleus caudal (caudodorsal) part ventral zone lateral region (Swanson-1998),Lateral septal nucleus caudal (caudodorsal) part ventral zone lateral region (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),378,156,e69301f1-726c-5028-bf1b-5c00ad73188d,2016-05-09 16:57:11,C,1.4628130310509E9
114,Dentate gyrus crest polymorph layer (Swanson-1998),Dentate gyrus crest polymorph  layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),748,114,e7dd404f-f6d0-5d70-b7b2-6218c5efa6d1,2016-05-09 16:57:11,C,1.4628130310509E9
680,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1998),Bed nucleus of the stria terminalis medial division posterior part small celled column (de Olmos -1985),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,118,680,82bd9322-381f-5599-8ebf-22ffdb0a2e96,2016-05-09 16:57:11,C,1.4628130310509E9
271,Ventral posteromedial nucleus of the thalamus (Swanson-1998),Ventral posteromedial nucleus of the thalamus; general (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),326,271,35094008-04c9-5f90-aed1-a7e1a9058e1a,2016-05-09 16:57:11,C,1.4628130310509E9
930,Intermediate part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),Bed nuclei of the stria terminalis anterolateral area (Swanson-1992),overlap,The anterolateral area (AL) of the bed nucleus identified by Ju and Swanson (1989) corresponds more or less to our description  of the posterior part of the lateral bed nucleus (BSTLP); although parts parts of the caudal-most aspects of this area could be included within our intermediate column of the lateral bed nucleus.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13984,930,08f057f9-d23a-5301-9806-ce532a5c6fc0,2016-05-09 16:57:11,C,1.4628130310509E9
1005,Parabrachial nucleus medial division ventral medial part (Swanson-1998),Parabrachial nucleus medial division medial nucleus (Moga-Fulwiler-Saper),is contained,Collator note: comparison was performed on the basis of Swanson-98 rat Atlas (page 209). the Fulwiler & Saper (1984) parcellation scheme and nomenclature were adopted almost entirely in this Atlas. The PBmm of Fulwiler & Saper is made of PBmm and PBmv of Swanson-1998.,Swanson LW; (1998),http://scholar.google.com/scholar?hl=en&q=Swanson LW; (1998),517,1005,0dec55ab-b501-510f-ba79-14cd66ae923c,2016-05-09 16:57:11,C,1.4628130310509E9
335,Spinal nucleus of the trigeminal oral part middle dorsomedial part; dorsal zone (Swanson-1998),Spinal nucleus of the trigeminal oral part middle dorsomedial part; dorsal zone (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),446,335,19c3b611-9feb-5a61-8a05-5f0bd5b6774e,2016-05-09 16:57:11,C,1.4628130310509E9
282,Posterior complex of the thalamus (Swanson-1998),Posterior complex of the thalamus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),94,282,e6eb002f-5c63-572e-81be-8612534e3bc2,2016-05-09 16:57:11,C,1.4628130310509E9
876,Anterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),Bed nucleus of the stria terminalis medial; anterior part (de Olmos -1985),identical,In our earlier version of this chapter (de Olmos et al.; 1985) our description of the various subdivisions of the medial bed nucleus corresponded almost exactly to that of the current account. Collator note: the nomenclature and parcellation scheme of the BST is essentially unchanged across versions.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13970,876,7a74f627-1052-5cba-a886-e13df6870829,2016-05-09 16:57:11,C,1.4628130310509E9
877,Ventral part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),Ventral bed nucleus of the stria terminalis (de Olmos -1985),identical,In our earlier version of this chapter (de Olmos et al.; 1985) our description of the various subdivisions of the medial bed nucleus corresponded almost exactly to that of the current account. Collator note: the nomenclature and parcellation scheme of the BST is essentially unchanged across versions.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13971,877,6d87c1b3-f4a9-51c9-8dcf-2deefc547ef5,2016-05-09 16:57:11,C,1.4628130310509E9
943,Dorsal part of the lateral bed nucleus of the stria terminalis central portion (de Olmos - 1995),Dorsal lateral subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),is contained,Collator note: there is no textual description of the possible relationship between these two nuclei. It was assumed that BSTLDcn of Alheid is included in BSTDL of Moga; based on the similarity of naming.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13981,943,65fc6a0f-ccfd-53d7-a134-29e140956bf7,2016-05-09 16:57:11,C,1.4628130310509E9
993,Parabrachial nucleus lateral division (Swanson-1998),Parabrachial nucleus lateral division (Moga-Fulwiler-Saper),identical,Collator note: comparison was performed on the basis of Swanson-98 rat Atlas (page 209). the Fulwiler & Saper (1984) parcellation scheme and nomenclature were adopted almost entirely in this Atlas.,Swanson LW; (1998),http://scholar.google.com/scholar?hl=en&q=Swanson LW; (1998),505,993,defb730d-3fcb-5267-9ca8-87ddeff149b8,2016-05-09 16:57:11,C,1.4628130310509E9
661,Bed nuclei of the stria terminalis anterior division anterodorsal area central core (Swanson-1998),Bed nucleus of the stria terminalis medial; anterior part (de Olmos -1985),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1704,661,db8452e4-98bf-5e52-beb2-8b3dff6a6b55,2016-05-09 16:57:11,C,1.4628130310509E9
674,Bed nuclei of the stria terminalis anterolateral area (Swanson-1998),Bed nucleus of the stria terminalis lateral subdivision posterior part (de Olmos -1985),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. Only the caudal part of the BSTal is captured in a topological relation with other nomenclatures.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,107,674,1f0e3728-0ef8-5b59-830c-a695f5f913d4,2016-05-09 16:57:11,C,1.4628130310509E9
849,Bed nuclei of the stria terminalis posterior division transverse nucleus (Swanson-1992),Posterior intermediate subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1825,849,f8316916-24a3-55b3-9728-3a8c5fedfdc8,2016-05-09 16:57:11,C,1.4628130310509E9
868,Dorsal lateral subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),Bed nucleus of the stria terminalis oval nucleus (Ju/Swanson),identical,...although many distinct BST cell groups are in common to both Ju and Swanson ('89) and the present study (e.g.; DL; VL; PL; JXC; PM; and AM); others listed in Table 2 represent only a rough comparison. Further studies are needed to determine whether the subnuclear boundaries in these studies are useful indicators of connectional and functional differences. Collator note: we inserted only those relations that are explicitly stated by authors in their paper. For a newer comparison study; see Dong et al.; 2001.,Moga M.M.; Saper C.B.; Gray T.S.; (1989),http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2568370,13805,868,322fbd8a-b06a-535b-a96f-aa60f5b056f2,2016-05-09 16:57:11,C,1.4628130310509E9
831,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1992),Bed nuclei of the stria terminalis interfascicular  nucleus (Swanson-2004),overlap,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1992 version. For changes that were performed between Swanson 1992 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),1823,831,58d85852-efcd-5448-80fe-2eda7104068d,2016-05-09 16:57:11,C,1.4628130310509E9
919,Juxtacapsular part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),Bed nucleus of the stria terminalis lateral subdivision juxtacapsular part (de Olmos -1985),identical,In our earlier version of this chapter (de Olmos et al.; 1985) most of the subdivisions of the lateral bed nucleus were recognized in nearly the same form as those in the current account.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13985,919,b8344d35-92d9-5195-ac72-d7c362588075,2016-05-09 16:57:11,C,1.4628130310509E9
224,Central lobule; lobule III sublobule b (Swanson-1998),Central lobule; lobule III sublobule b (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),798,224,81e73abb-db2d-529a-bc55-8b6d2a1ea463,2016-05-09 16:57:11,C,1.4628130310509E9
638,Bed nuclei of the stria terminalis anterior division fusiform nucleus (Swanson-1998),bed nucleus of stria terminalis; fusiform part (Paxinos/Watson-1998),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),114,638,65b621cb-12a2-5d48-9f58-d691792d0a0d,2016-05-09 16:57:11,C,1.4628130310509E9
21,Anterior olfactory nucleus dorsal part pyramidal layer (Swanson-1998),Anterior olfactory nucleus dorsal part pyramidal layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),642,21,c1a1d6c3-6765-55fe-9b16-772bed580f01,2016-05-09 16:57:11,C,1.4628130310509E9
836,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1992),Intermediate medium-sized-celled column of the posterior part of the bed nucleus of the stria terminalis (de Olmos - 1995),contains,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1823,836,2f44374c-c0ea-5df2-83b0-17eee106dfb9,2016-05-09 16:57:11,C,1.4628130310509E9
321,Superior colliculus optic layer (Swanson-1998),Superior colliculus optic layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),419,321,565502fa-65e9-5864-b60f-7b05356e541c,2016-05-09 16:57:11,C,1.4628130310509E9
62,Orbital area lateral part (Swanson-1998),Orbital area lateral part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),761,62,78b01ef6-379e-5a50-9b1c-5de7f32c54d4,2016-05-09 16:57:11,C,1.4628130310509E9
163,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region caudal domain (Swanson-1998),Lateral septal nucleus rostral (rostroventral) part medial zone ventral region caudal domain (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),386,163,006d30c1-d34f-5da1-84d4-56a646f6c78a,2016-05-09 16:57:11,C,1.4628130310509E9
303,Nucleus reuniens caudal division dorsal part (Swanson-1998),Nucleus reuniens caudal division dorsal part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),84,303,7c7e54a4-5a30-5236-bdaa-81efbd4e4fb9,2016-05-09 16:57:11,C,1.4628130310509E9
429,Nucleus raphe obscurus (Swanson-1998),Nucleus raphe obscurus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),576,429,b98a9aba-56eb-5374-8c0b-8829ac7d5bb0,2016-05-09 16:57:11,C,1.4628130310509E9
842,Bed nuclei of the stria terminalis posterior division interfascicular  nucleus (Swanson-1992),Lateral column of the posterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1824,842,48498cb6-6607-5d71-857b-c5ef9cf5c2e0,2016-05-09 16:57:11,C,1.4628130310509E9
699,Bed nuclei of the stria terminalis anterolateral area (Swanson-1998),Posterior part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. Only the caudal part of BSTal is captured in spatial relations; the rostral part appears to be different of any BST defined in the Alheid nomenclature.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,107,699,26ae976e-db67-5cf2-bda6-c579d2e50c74,2016-05-09 16:57:11,C,1.4628130310509E9
994,Parabrachial nucleus lateral division central lateral part (Swanson-1998),Parabrachial nucleus central lateral nucleus (Moga-Fulwiler-Saper),identical,Collator note: comparison was performed on the basis of Swanson-98 rat Atlas (page 209). the Fulwiler & Saper (1984) parcellation scheme and nomenclature were adopted almost entirely in this Atlas.,Swanson LW; (1998),http://scholar.google.com/scholar?hl=en&q=Swanson LW; (1998),506,994,94fea3e4-27d5-5944-b309-f82ba87418f7,2016-05-09 16:57:11,C,1.4628130310509E9
620,Superior salivatory nucleus (Swanson-1998),Superior salivatory nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),881,620,914e33dc-8cfc-597f-8d75-8a909418adab,2016-05-09 16:57:11,C,1.4628130310509E9
95,Field CA1 pyramidal layer; deep (Swanson-1998),Field CA1 pyramidal layer; deep (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),731,95,cbd23fec-3a27-5b16-9ca7-545471700390,2016-05-09 16:57:11,C,1.4628130310509E9
151,Lateral septal nucleus caudal (caudodorsal) part ventral zone (Swanson-1998),Lateral septal nucleus caudal (caudodorsal) part ventral zone (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),373,151,aa4dcf84-1c3f-5220-9824-8563c2ab5ebf,2016-05-09 16:57:11,C,1.4628130310509E9
392,Subfornical organ (Swanson-1998),Subfornical organ (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),334,392,c48618dc-9c70-55c8-acea-7fe6921ecc26,2016-05-09 16:57:11,C,1.4628130310509E9
390,Kolliker-Fuse subnucleus (Swanson-1998),Kolliker-Fuse subnucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),513,390,dcf81b6a-9a57-50fd-9fcf-28f9d572cc8a,2016-05-09 16:57:11,C,1.4628130310509E9
327,Superior colliculus intermediate deep gray layer (Swanson-1998),Superior colliculus intermediate deep gray layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),425,327,607cbb49-5168-5bec-b6b3-9804e912988b,2016-05-09 16:57:11,C,1.4628130310509E9
672,Bed nuclei of the stria terminalis rhomboid nucleus (Swanson-1998),Intercalated nuclei of the amygdala (de Olmos -1985),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. The relation is general; since the intermediate division of the BST (BSTI) of de Olmos includes several subdivisions.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,111,672,7002c64d-7d30-5b10-8162-f8ece847f3ed,2016-05-09 16:57:11,C,1.4628130310509E9
894,Lateral column of the posterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),Bed nuclei of the stria terminalis posterior division transverse nucleus (Swanson-1992),overlap,Ju and Swanson (1989); Ju et al. (1989); and Swanson (1992) also include a transverse nucleus (Tr) within the posterior bed nucleus...this appears to cross our lateral and intermediate columns. Collator note: this relationship appears described in text; but is not listed in Table V.A. It is however listed in Fig.2; Dong et al.; 2001.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13975,894,b1cf35e3-0ef5-5bd5-9f1e-c8046c01c05b,2016-05-09 16:57:11,C,1.4628130310509E9
575,Magnocellular reticular nucleus (Swanson-1998),Magnocellular reticular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),603,575,1bd84eba-4b49-5027-8ce2-cc7a9cf36385,2016-05-09 16:57:11,C,1.4628130310509E9
226,Culmen lobule IV (Swanson-1998),Culmen lobule IV (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),800,226,24c2a8cd-c98d-52e4-97f9-a8ed1c58f038,2016-05-09 16:57:11,C,1.4628130310509E9
372,Nucleus of the lateral lemniscus (Swanson-1998),Nucleus of the lateral lemniscus ventral part (Swanson-2004),contains,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),473,372,d90e97d9-f5fd-5f55-8393-7e4df8f15b22,2016-05-09 16:57:11,C,1.4628130310509E9
488,Infracerebellar nucleus (Swanson-1998),Infracerebellar nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),493,488,0a2c1ed5-e531-50b9-a93d-219a4efca9e4,2016-05-09 16:57:11,C,1.4628130310509E9
996,Parabrachial nucleus lateral division external lateral part (Swanson-1998),Parabrachial nucleus external lateral nucleus (Moga-Fulwiler-Saper),identical,Collator note: comparison was performed on the basis of Swanson-98 rat Atlas (page 209). the Fulwiler & Saper (1984) parcellation scheme and nomenclature were adopted almost entirely in this Atlas.,Swanson LW; (1998),http://scholar.google.com/scholar?hl=en&q=Swanson LW; (1998),508,996,37240eae-b382-5f7f-96d7-c13fb3b44a72,2016-05-09 16:57:11,C,1.4628130310509E9
