,ID,First_author,Published,Title,Journal,Species
1738,1882,"Ribeiro, PO",2013,"A single intraperitoneal injection of ketamine does not affect spatial working, reference memory or neurodegeneration in adult mice: An animal study.",326,Mouse
1739,1883,"Rice, JP",2012,"Effects of exposure to moderate levels of ethanol during prenatal brain development on dendritic length, branching, and spine density in the nucleus accumbens and dorsal striatum of adult rats.",197,Rat
1740,1884,"Robers, RC",2003,Ultrastructural correlates of haloperidol-induced oral dyskinesias in rats: a study of unlabeled and enkephalin-labeled striatal terminals.,56,Rat
1741,1885,"Roberts, RC",2001,Effect of chronic olanzapine treatment on striatal synaptic organization.,5,Rat
1742,1886,"Roberts, RC",1996,Synaptic organization of the human striatum: a postmortem ultrastructural study.,12,Human
1743,1887,"Roberts, RC",1995,Ultrastructural correlates of haloperidol-induced oral dyskinesias in rat striatum.,5,Rat
1744,1888,"Roberts, RC",1993,Intrastriatal injections of quinolinic acid or kainic acid: differential patterns of cell survival and the effects of data analysis on outcome.,18,Rat
1745,1889,"Robertson, GS",1992,Neuroleptics increase c-fos expression in the forebrain: contrasting effects of haloperidol and clozapine.,11,Rat
1746,1890,"Robinson, MB",1995,Evidence of excitotoxicity in the brain of the ornithine carbamoyltransferase deficient sparse fur mouse.,21,Mouse
1747,1891,"Robinson, SE",1993,Prenatal exposure to methadone delays the development of striatal cholinergic neurons.,21,Rat
1748,1892,,0,,,
1749,1893,"Rodrigo, J",1998,Distribution of catecholaminergic afferent fibres in the rat globus pallidus and their relations with cholinergic neurons.,14,Rat
1750,1894,"Rodrigues, RQ",2004,Astroglial and microglial activation in the wistar rat ventral tegmental area after a single striatal injection of 6-hydroxydopamine.,61,Rat
1751,1895,"Rodriguez, JJ",1999,Enhancement of N-methyl-D-aspartate (NMDA) immunoreactivity in residual dendritic spines in the caudate-putamen nucleus after chronic haloperidol administration.,5,Rat
1752,1896,"Rojczyk, E",2015,Effects of neuroleptics administration on adult neurogenesis in the rat hypothalamus.,237,Rat
1753,1897,"Romano, GJ",1987,Haloperidol increases proenkephalin mRNA levels in the caudate-putamen of the rat: a quantitative study at the cellular level using in situ hybridization.,21,Rat
1754,1898,"Room, P",1981,Divergent axon collaterals of rat locus coeruleus neurons: demonstration by a fluorescent double labeling technique.,21,Rat
1755,1899,"Rosenqvist, N",2005,Inhibition of chromatin condensation prevents transgene silencing in a neural progenitor cell line transplanted to the rat brain.,88,Rat
1756,1900,"Rossner, S",1995,192IgG-saporin immunotoxin-induced loss of cholinergic cells differentially activates microglia in rat basal forebrain nuclei.,26,Rat
1757,1901,"Rothe, F",1998,Subcellular localization of the neuronal isoform of nitric oxide synthase in the rat brain: a critical evaluation.,11,Rat
1758,1902,"Rothstein, JD",1994,Localization of neuronal and glial glutamate transporters.,192,Rat
1759,1903,"Rotlland, D",2012,Brain pattern of histone H3 phosphorylation after acute amphetamine administration: its relationship to brain c-fos induction is strongly dependent on the particular brain area.,59,Rat
1760,1904,"Roubos, EW",2003,"NPY-mRNA expressions in the nucleus accumbens, caudate putamen and cerebral cortex of apomorphine-susceptible and apomorphine-unsusceptible rats.",108,Rat
1761,1905,"Rouget, M",1993,Astrocyte-regulated synaptogenesis: an in vitro ultrastructural study.,8,Mouse
1762,1906,"Rubio, I",2009,Effects of partial suppression of parkin on huntingtin mutant R6/1 mice.,21,Mouse
1763,1907,"Rumpel, R",2015,Transplantation of fetal ventral mesencephalic progenitor cells overexpressing high molecular weight fibroblast growth factor 2 isoforms in 6-hydroxydopamine lesioned rats.,11,Rat
1764,1908,"Rushlow, W",1994,Colocalization of prosomatostatin-derived peptides in the caudate-putamen of the rat.,12,Rat
1765,1909,"Saalmann, YB",2007,"Cellular distribution of the GABAA receptor-modulating 3alpha-hydroxy, 5alpha-reduced pregnane steroids in the adult rat brain.",53,Rat
1766,1910,"Sadikot, AF",1998,NMDA receptor antagonists influence early development of GABAergic interneurons in the mammalian striatum.,21,Rat
1767,1911,"Saffran, BN",1987,"Putative gliotoxin, alpha-aminoadipic acid, fails to kill hippocampal astrocytes in vivo.",8,Rat
1768,1912,"Sagrillo, CA",1998,"Effects of prolactin on expression of the mRNAs encoding the immediate early genes zif/268 (NGF1-A), nur/77 (NGF1-B), c-fos and c-jun in the hypothalamus.",21,
1769,1913,"Saito, H",2013,123I-iomazenil single photon emission computed tomography visualizes recovery of neuronal integrity by bone marrow stromal cell therapy in rat infarct brain.,269,Rat
1770,1914,"Saito, H",1993,Cellular and intracellular localization of epsilon-subspecies of protein kinase C in the rat brain; presynaptic localization of the epsilon-subspecies.,21,Rat
1771,1915,"Salin, P",1990,Somatostatin-immunoreactive neurons in the rat striatum: effects of corticostriatal and nigrostriatal dopaminergic lesions.,21,Rat
1772,1916,"Salin, P",1990,"Differential effects of chronic treatment with haloperidol and clozapine on the level of preprosomatostatin mRNA in the striatum, nucleus accumbens, and frontal cortex of the rat.",62,Rat
1773,1917,"San Jose, I",2001,Reduction of glial fibrillary acidic protein-immunoreactive astrocytes in some brain areas of old hairless rhino-j mice (hr-rh-j).,8,Mouse
1774,1918,"Sandini, TM",2015,Prenatal exposure to integerrimine N-oxide enriched butanolic residue from Senecio brasiliensis affects behavior and striatal neurotransmitter levels of rats in adulthood.,76,Rat
1775,1919,"Sandler, VM",2002,Modified herpes simplex virus delivery of enhanced GFP into the central nervous system.,109,Rat
1776,1920,"Santarelli, JG",2006,Incorporation of bone marrow-derived Flk-1-expressing CD34+ cells in the endothelium of tumor vessels in the mouse brain.,111,Mouse
1777,1921,"Saporta, S",2000,In vitro and in vivo characterization of hNT neuron neurotransmitter phenotypes.,30,Rat
1778,1922,"Saraceno, GE",2012,Hippocampal dendritic spines modifications induced by perinatal asphyxia.,328,Rat
1779,1923,"Saraceno, GE",2012,Effects of perinatal asphyxia on rat striatal cytoskeleton.,5,Rat
1780,1924,"Sareen, D",2009,Chromosome 7 and 19 trisomy in cultured human neural progenitor cells.,13,Rat
1781,1925,"Sato, D",1997,Developmental changes in distribution patterns of phencyclidine-induced c-Fos in rat forebrain.,8,Rat
1782,1926,"Sato, SM",2011,Quantitative mapping of cocaine-induced DELTAFosB expression in the striatum of male and female rats.,13,Rat
1783,1927,"Satoh, K",1983,A comparison of the distribution of central cholinergic neurons as demonstrated by acetylcholinesterase pharmacohistochemistry and choline acetyltransferase immunohistochemistry.,30,Rat
1784,1928,"Satriotomo, I",2006,JAK2 and STAT3 activation contributes to neuronal damage following transient focal cerebral ischemia.,46,Rat
1785,1929,"Sauer, H",1992,"Cryopreservation, survival and function of intrastriatal fetal mesencephalic grafts in a rat model of Parkinson's disease.",25,Rat
1786,1930,"Savchenko, VL",2000,Microglia and astrocytes in the adult rat brain: comparative immunocytochemical analysis demonstrates the efficacy of lipocortin 1 immunoreactivity.,11,Rat
1787,1931,"Saylor, AJ",2010,An intrastriatal brain-derived neurotrophic factor infusion restores striatal gene expression in Bdnf heterozygous mice.,22,Mouse
1788,1932,"Saylor, AJ",2006,BDNF heterozygous mice demonstrate age-related changes in striatal and nigral gene expression.,18,Mouse
1789,1933,"Scammell, TE",2000,Hypothalamic arousal regions are activated during modafinil-induced wakefulness.,7,Rat
1790,1934,"Scarpini, CG",2001,Latency associated promoter transgene expression in the central nervous system after stereotaxic delivery of replication-defective HSV-1-based vectors.,198,Rat
1791,1935,"Schiffmann, SN",1992,Ontogeny of gene expression of adenosine A2 receptor in the striatum: early localization in the patch compartment.,12,Rat
1792,1936,"Schiffmann, SN",1992,Lesion of the nigrostriatal pathway induces cholecystokinin messenger RNA expression in the rat striatum. An in situ hybridization histochemistry study.,11,Rat
1793,1937,"Schlingensiepen, KH",1991,"High basal expression of the zif/268 immediate early gene in cortical layers IV and VI, in CA1 and in the corpus striatum--an in situ hybridization study.",8,Rat
1794,1938,"Schlosser, B",1999,Postnatal development of calretinin- and parvalbumin-positive interneurons in the rat neostriatum: an immunohistochemical study.,12,Rat
1795,1939,"Schmued, LC",1989,"Neurons containing retrogradely transported Fluoro-Gold exhibit a variety of lysosomal profiles: a combined brightfield, fluorescence, and electron microscopic study.",24,Rat
1796,1940,"Scott, L",2006,Allosteric changes of the NMDA receptor trap diffusible dopamine 1 receptors in spines.,6,Rat
1797,1941,"Sedaghat, K",2008,Leucine-rich repeat-containing G-protein-coupled receptor 8 in the rat brain: Enrichment in thalamic neurons and their efferent projections.,11,Rat
1798,1942,"See, RE",1992,Comparison of chronic intermittent haloperidol and raclopride effects on striatal dopamine release and synaptic ultrastructure in rats.,5,Rat
1799,1943,"Seidel, B",1995,Spatial and sub-cellular localization of the membrane cytoskeleton-associated protein alpha-adducin in the rat brain.,21,Rat
1800,1944,"Sekler, I",2002,Distribution of the zinc transporter ZnT-1 in comparison with chelatable zinc in the mouse brain.,12,Mouse
1801,1945,"Seo, JH",2016,In Situ Pluripotency Factor Expression Promotes Functional Recovery From Cerebral Ischemia.,261,Mouse
1802,1946,"Seroogy, KB",1993,Cellular localization of transforming growth factor-alpha mRNA in rat forebrain.,46,Rat
1803,1947,"Seroogy, KB",1985,Few cortical cholecystokinin immunoreactive neurons have long projections.,25,Rat
1804,1948,"Shafit-Zagardo, B",1988,"Rapid increases in glial fibrillary acidic protein mRNA and protein levels in the copper-deficient, brindled mouse.",46,Mouse
1805,1949,"Shao, Y",1992,Expression of adrenergic receptors in individual astrocytes and motor neurons isolated from the adult rat brain.,33,Rat
1806,1950,"Sharpe, NA",1998,Postnatal development of excitatory synaptic input to the rat neostriatum: an electron microscopic study.,11,Rat
1807,1951,"Shaughnessy, LW",1994,Comparison of intracranial infusions of colchicine and ibotenic acid as models of neurodegeneration in the basal forebrain.,21,Rat
1808,1952,"Sheldon, RA",2001,Delayed cell death in neonatal mouse hippocampus from hypoxia-ischemia is neither apoptotic nor necrotic.,8,Mouse
1809,1953,"Shen, P",1994,Isolation and characterization of a zebra finch aromatase cDNA: in situ hybridization reveals high aromatase expression in brain.,21,Bird
1810,1954,"Shenaq, M",2012,Neuronal damage and functional deficits are ameliorated by inhibition of aquaporin and HIF1alpha after traumatic brain injury (TBI).,72,Rat
1811,1955,"Shetty, AK",1991,"Adrenal medullary autografts in anterior eye chamber, lateral ventricle and striatum of adult rats: a long term study.",157,Rat
1812,1956,"Shimazaki, T",1999,A role for the POU-III transcription factor Brn-4 in the regulation of striatal neuron precursor differentiation.,329,Mouse
1813,1957,"Shu, SY",2002,A new area in the human brain associated with learning and memory: immunohistochemical and functional MRI analysis.,330,Human
1814,1958,"Shults, CW",1984,A comparison of the anatomical distribution of substance P and substance P receptors in the rat central nervous system. [Review] [77 refs],73,Rat
1815,1959,"Sidman, RL",2007,Injection of mouse and human neural stem cells into neonatal Niemann-Pick A model mice.,21,Mouse
1816,1960,"Sin, M",2005,Preferential expression of an AAV-2 construct in NOS-positive interneurons following intrastriatal injection.,21,Rat
1817,1961,"Sirinathsinghji, DJ",1991,Increased proenkephalin mRNA levels in the rat neostriatum following lesion of the ipsilateral nigrostriatal dopamine pathway with 1-methyl-4-phenylpyridinium ion (MPP+): reversal by embryonic nigral dopamine grafts.,21,Rat
1818,1962,"Sirinathsinghji, DJ",1994,Localization of the mRNAs for the short and long isoforms of the dopamine D2 receptor in embryonic striatal grafts: predominance of the short isoform.,142,Rat
1819,1963,"Sirinathsinghji, DJ",1990,Gene expression in striatal grafts--I. Cellular localization of neurotransmitter mRNAs.,11,Rat
1820,1964,"Sizemore, RJ",2010,"Number and type of synapses on the distal dendrite of a rat striatal cholinergic interneuron: a quantitative, ultrastructural study.",27,Rat
1821,1965,"Sklair, L",1990,Target cell stimulation and inhibition of norepinephrine uptake in dissociated rat locus coeruleus cultures.,21,Rat
1822,1966,"Skoff, RP",2001,Hypoxic-ischemic injury results in acute disruption of myelin gene expression and death of oligodendroglial precursors in neonatal mice.,76,Mouse
1823,1967,"Skofitsch, G",1985,Calcitonin gene-related peptide: detailed immunohistochemical distribution in the central nervous system.,73,Rat
1824,1968,"Snyder, AM",1986,Sprouting of serotoninergic afferents into striatum after dopamine-depleting lesions in infant rats: a retrograde transport and immunocytochemical study.,12,Rat
1825,1969,"Snyder-Keller, A",1998,"Stimulant-mediated c-fos induction in striatum as a function of age, sex, and prenatal cocaine exposure.",21,Rat
1826,1970,"Soghomonian, JJ",1989,Serotonin innervation in adult rat neostriatum. II. Ultrastructural features: a radioautographic and immunocytochemical study.,21,Rat
1827,1971,"Sola, C",1993,"Differential regional and cellular distribution of beta-amyloid precursor protein messenger RNAs containing and lacking the Kunitz protease inhibitor domain in the brain of human, rat and mouse.",11,Rat
1828,1972,"Sommer, W",1993,Antisense oligonucleotide to c-fos induces ipsilateral rotational behaviour to d-amphetamine.,142,Rat
1829,1973,"Song, S",2016,Granulocyte-colony stimulating factor promotes brain repair following traumatic brain injury by recruitment of microglia and increasing neurotrophic factor expression.,196,Mouse
1830,1974,"Sortwell, CE",2004,An in vitro interval before transplantation of mesencephalic reaggregates does not compromise survival or functionality.,18,Rat
1831,1975,"Specht, LA",1981,Light-microscopic immunocytochemical localization of tyrosine hydroxylase in prenatal rat brain. II. Late ontogeny.,12,Rat
1832,1976,"Standaert, DG",1996,"Expression of NMDAR2D glutamate receptor subunit mRNA in neurochemically identified interneurons in the rat neostriatum, neocortex and hippocampus.",21,Rat
1833,1977,"Stavarache, MA",2018,Safe and stable noninvasive focal gene delivery to the mammalian brain following focused ultrasound.,137,Rat
1834,1978,"Stiene-Martin, A",1998,"Regional, developmental, and cell cycle-dependent differences in mu, delta, and kappa-opioid receptor expression among cultured mouse astrocytes.",33,Mouse
1835,1979,"Stott, SR",2006,Targeted in utero delivery of a retroviral vector for gene transfer in the rodent brain.,2,Rat
1836,1980,"Straiko, MM",2007,The effect of amphetamine analogs on cleaved microtubule-associated protein-tau formation in the rat brain.,11,Rat
1837,1981,"Strauss, I",1997,Histological and 1H magnetic resonance spectroscopic imaging analysis of quinolinic acid-induced damage to the rat striatum.,283,Rat
1838,1982,"Strecker, RE",1987,Autoregulation of dopamine release and metabolism by intrastriatal nigral grafts as revealed by intracerebral dialysis.,11,Rat
1839,1983,"Stromberg, I",2005,"Blueberry- and spirulina-enriched diets enhance striatal dopamine recovery and induce a rapid, transient microglia activation after injury of the rat nigrostriatal dopamine system.",18,Rat
1840,1984,"Stromberg, I",1993,Glial cell line-derived neurotrophic factor is expressed in the developing but not adult striatum and stimulates developing dopamine neurons in vivo.,18,Rat
1841,1985,"Stromberg, I",1985,"Chronic implants of chromaffin tissue into the dopamine-denervated striatum. Effects of NGF on graft survival, fiber growth and rotational behavior.",25,Rat
1842,1986,"Sturrock, RR",1986,A quantitative histological study of the indusium griseum and neostriatum in elderly mice.,27,Mouse
1843,1987,"Suarez, LM",2016,L-DOPA Oppositely Regulates Synaptic Strength and Spine Morphology in D1 and D2 Striatal Projection Neurons in Dyskinesia.,185,Mouse
1844,1988,"Suarez, LM",2014,L-DOPA treatment selectively restores spine density in dopamine receptor D2-expressing projection neurons in dyskinetic mice.,331,Mouse
1845,1989,"Sugiura, S",2005,Adenovirus-mediated gene transfer of heparin-binding epidermal growth factor-like growth factor enhances neurogenesis and angiogenesis after focal cerebral ischemia in rats.,269,Rat
1846,1990,"Sumathi, T",2018,"Quinolinic Acid-Induced Huntington Disease-Like Symptoms Mitigated by Potent Free Radical Scavenger Edaravone-a Pilot Study on Neurobehavioral, Biochemical, and Histological Approach in Male Wistar Rats.",79,Rat
1847,1991,"Sun, D",2010,The effect of epidermal growth factor in the injured brain after trauma in rats.,135,Rat
1848,1992,"Sun, JJ",2008,[Proliferation of neural progenitor cells in the subventricular zone and around the hematoma after intracerebral hemorrhage in adult rat]. [Chinese],,
1849,1993,"Sun, JQ",2009,[Neurogenesis in the subventricular zone of neonatal rats after ischemic brain injury]. [Chinese],,
1850,1994,"Sun, N",1993,Intrinsic GABAergic neurons in the rat central extended amygdala.,12,Rat
1851,1995,"Sun, YF",2001,Effect of dopamine depletion on DARPP-32 protein in ischemic rat striatum.,332,Rat
1852,1996,"Susick, LL",2014,Postnatal ethanol exposure simplifies the dendritic morphology of medium spiny neurons independently of adenylyl cyclase 1 and 8 activity in mice.,9,Mouse
1853,1997,"Svendsen, CN",1995,Increased survival of rat EGF-generated CNS precursor cells using B27 supplemented medium.,25,Rat
1854,1998,"Svenningsson, P",1997,Cellular expression of adenosine A2A receptor messenger RNA in the rat central nervous system with special reference to dopamine innervated areas.,11,Rat
1855,1999,"Svenningsson, P",1995,Biphasic changes in locomotor behavior and in expression of mRNA for NGFI-A and NGFI-B in rat striatum following acute caffeine administration.,7,Rat
1856,2000,"Szele, FG",1991,Heterogeneous distribution of dopamine D2 receptor mRNA in the rat striatum: a quantitative analysis with in situ hybridization histochemistry.,146,Rat
1857,2001,"Tagliaferro, P",2006,"Neuronal cytoskeleton and synaptic densities are altered after a chronic treatment with the cannabinoid receptor agonist WIN 55,212-2.",21,Rat
1858,2002,"Tagliaferro, P",2006,Morphometric study on cytoskeletal components of neuronal and astroglial cells after chronic CB1 agonist treatment.,333,
1859,2003,"Tago, H",1992,Butyrylcholinesterase-rich neurons in rat brain demonstrated by a sensitive histochemical method.,12,Rat
1860,2004,"Takada, M",1993,Widespread dopaminergic projections of the subparafascicular thalamic nucleus in the rat.,30,Rat
1861,2005,"Takamatsu, Y",2010,Treadmill running improves motor function and alters dendritic morphology in the striatum after collagenase-induced intracerebral hemorrhage in rats.,21,Rat
1862,2006,"Takeuchi, Y",1991,Serotonergic sprouting in the neostriatum after intrastriatal transplantation of fetal ventral mesencephalon.,21,Rat
1863,2007,"Talavera, E",1997,NADPH-diaphorase-stained neurons after experimental epilepsy in rats.,28,Rat
1864,2008,"Tamakoshi, K",2014,Motor skills training promotes motor functional recovery and induces synaptogenesis in the motor cortex and striatum after intracerebral hemorrhage in rats.,55,Rat
1865,2009,"Tamaru, Y",2001,Distribution of metabotropic glutamate receptor mGluR3 in the mouse CNS: differential location relative to pre- and postsynaptic sites.,11,Mouse
1866,2010,"Tamas, A",2006,Protective effects of PACAP in excitotoxic striatal lesion.,128,Rat
1867,2011,"Tan, C",2015,"Short-, middle- and long-term safety of superparamagnetic iron oxide-labeled allogeneic bone marrow stromal cell transplantation in rat model of lacunar infarction.",119,Rat
1868,2012,"Tanaka, K",2000,Activated phosphorylation of cyclic AMP response element binding protein is associated with preservation of striatal neurons after focal cerebral ischemia in the rat.,11,Rat
1869,2013,"Taneda, T",2007,Specific regional distribution of protein arginine methyltransferase 8 (PRMT8) in the mouse brain.,21,Mouse
1870,2014,"Tang, FM",1999,Antagonistic effect of l-stepholidine on striatal ischemic injury in rat.,162,Rat
1871,2015,"Tang, SK",2014,"Redirection of doublecortin-positive cell migration by over-expression of the chemokines MCP-1, MIP-1alpha and GRO-alpha in the adult rat brain.",11,Rat
1872,2016,"Tao, J",2010,Electroacupuncture improves neurological deficits and enhances proliferation and differentiation of endogenous nerve stem cells in rats with focal cerebral ischemia.,40,Rat
1873,2017,"Teather, LA",2005,Differential induction of c-Jun and Fos-like proteins in rat hippocampus and dorsal striatum after training in two water maze tasks.,280,Rat
1874,2018,"Tenenbaum, L",2000,Tropism of AAV-2 vectors for neurons of the globus pallidus.,142,Rat
1875,2019,"Tennstaedt, A",2015,In Vivo Fate Imaging of Intracerebral Stem Cell Grafts in Mouse Brain.,13,Mouse
1876,2020,"Terada, H",1996,Distribution of nitric oxide synthase-immunoreactive neurons in fetal rat brains at embryonic day 15 and day 19.,14,Rat
1877,2021,"Terada, H",2001,Ontogenesis of neurons immunoreactive for nitric oxide synthase in rat forebrain and midbrain.,21,Rat
1878,2022,"Terpstra, BT",2007,Increased cell suspension concentration augments the survival rate of grafted tyrosine hydroxylase immunoreactive neurons.,109,Rat
1879,2023,"Testa, CM",1995,Differential expression of mGluR5 metabotropic glutamate receptor mRNA by rat striatal neurons.,12,Rat
1880,2024,"Theriault, E",1987,Morphology of striatal neurons containing VIP-like immunoreactivity.,12,Rat
1881,2025,"Thierry, M",2017,"Alzheimer's senile plaque as shown by microcryodissection, a new technique for dissociating tissue structures.",56,Human
1882,2026,"Thinyane, K",2005,Fate of pre-differentiated mouse embryonic stem cells transplanted in unilaterally 6-hydroxydopamine lesioned rats: histological characterization of the grafted cells.,21,Rat
1883,2027,"Thomas, WG",1988,Immunocytochemical localization of angiotensinogen in the rat brain.,11,Rat
1884,2028,"Thored, P",2007,Long-term neuroblast migration along blood vessels in an area with transient angiogenesis and increased vascularization after stroke.,269,Rat
1885,2029,"Tian, YH",2008,"7-nitroindazole, nitric oxide synthase inhibitor, attenuates physical dependence on butorphanol in rat.",5,Rat
1886,2030,"Tian, YY",2006,[Adenovirus mediated vascular endothelial growth factor gene transfer protects dopaminergic neurons in Parkinson's disease: experiment with rats]. [Chinese],178,Rat
1887,2031,"Tlamsa, AP",2010,Organization and morphology of thalamocortical neurons of mouse ventral lateral thalamus.,334,Mouse
1888,2032,"Todaka, K",1999,Cellular distribution of the NMDA receptor subunit NMDAR1 in fetal ventral mesencephalon transplants in the dopamine-depleted striatum of a rat.,18,Rat
1889,2033,"Todaka, K",1998,Cellular distributions of AMPA glutamate receptor subunits in fetal ventral mesencephalon transplants in the dopamine-depleted striatum of a rat.,30,Rat
1890,2034,"Tomov, N",2018,Astrogliosis has Different Dynamics after Cell Transplantation and Mechanical Impact in the Rodent Model of Parkinson's Disease.,335,
1891,2035,"Toonen, LJA",2018,Intracerebroventricular Administration of a 2'-O-Methyl Phosphorothioate Antisense Oligonucleotide Results in Activation of the Innate Immune System in Mouse Brain.,336,Mouse
1892,2036,"Toran-Allerand, CD",1992,Cellular variations in estrogen receptor mRNA translation in the developing brain: evidence from combined [125I]estrogen autoradiography and non-isotopic in situ hybridization histochemistry.,21,Rat
1893,2037,"Tornatore, C",1996,Expression of tyrosine hydroxylase in an immortalized human fetal astrocyte cell line; in vitro characterization and engraftment into the rodent striatum.,88,Rat
1894,2038,"Tornqvist, N",2002,Generation of tyrosine hydroxylase-immunoreactive neurons in ventral mesencephalic tissue of Nurr1 deficient mice.,21,Mouse
1895,2039,"Tornqvist, N",2001,Evidence for target-specific nerve fiber outgrowth from subpopulations of grafted dopaminergic neurons: a retrograde tracing study using in oculo and intracranial grafting.,18,Rat
1896,2040,"Tornqvist, N",2000,"Implantation of bioactive growth factor-secreting rods enhances fetal dopaminergic graft survival, outgrowth density, and functional recovery in a rat model of Parkinson's disease.",18,Rat
1897,2041,"Torp, R",1994,Differential expression of two glial glutamate transporters in the rat brain: an in situ hybridization study.,2,Rat
1898,2042,"Tregnago, M",1998,Alteration of neuronal nitric oxide synthase activity and expression in the cerebellum and the forebrain of microencephalic rats.,21,Rat
1899,2043,"Tsuchiya, D",2003,Overexpression of rat heat shock protein 70 is associated with reduction of early mitochondrial cytochrome C release and subsequent DNA fragmentation after permanent focal ischemia.,57,Rat
1900,2044,"Tu, Y",1998,Increased Mdm2 expression in rat brain after transient middle cerebral artery occlusion.,57,Rat
1901,2045,"Turner, CA",2003,Environmental enrichment: effects on stereotyped behavior and dendritic morphology.,337,Deer mouse
1902,2046,"Uchida, K",2005,Potential functional neural repair with grafted neural stem cells of early embryonic neuroepithelial origin.,122,Rat
1903,2047,"Uehara-Kunugi, Y",1991,Time course of in vitro expression of NADPH-diaphorase in cultured rat brain neurons: comparison with in vivo expression.,21,Rat
1904,2048,"Uhl, GR",1988,Differential expression of preproenkephalin and preprodynorphin mRNAs in striatal neurons: high levels of preproenkephalin expression depend on cerebral cortical afferents.,7,Rat
1905,2049,"Uhl, GR",1986,Somatostatin mRNA: regional variation in hybridization densities in individual neurons.,7,Rat
1906,2050,"Unsicker, K",1991,Transforming growth factor beta isoforms in the adult rat central and peripheral nervous system.,11,Rat
1907,2051,"Ursic, M",2003,The number of cells expressing dopamine D2 receptor mRNA in rat brain caudate putamen is higher in oestrus.,27,Rat
1908,2052,"Uryu, K",2001,Ultrastructural evidence for differential axonal sprouting in the striatum after thermocoagulatory and aspiration lesions of the cerebral cortex in adult rats.,11,Rat
1909,2053,"Uryu, K",1999,Synaptogenesis and ultrastructural localization of the polysialylated neural cell adhesion molecule in the developing striatum.,12,Rat
1910,2054,"Van den Pol, AN",2002,Enhanced cytomegalovirus infection of developing brain independent of the adaptive immune system.,245,Mouse
1911,2055,"Van der Kooy, D",1985,Evidence on the retrograde neurotoxicity of doxorubicin.,8,Rat
1912,2056,"Van der Kooy, D",1984,Developmental relationships between opiate receptors and dopamine in the formation of caudate-putamen patches.,21,Rat
1913,2057,"van Lookeren, CM",1995,NMDA and kainate induce internucleosomal DNA cleavage associated with both apoptotic and necrotic cell death in the neonatal rat brain.,2,Rat
1914,2058,"van Luijtelaar, MG",1992,Aging of the serotonergic system in the rat forebrain: an immunocytochemical and neurochemical study.,64,Rat
1915,2059,"Vannucchi, MG",2007,"Relationships between neurons expressing neuronal nitric oxide synthase, degree of microglia activation and animal survival. A study in the rat cortex after transient ischemia.",21,Rat
1916,2060,"Vaucher, E",2001,Ovariectomy up-regulates neuronal neurofilament light chain mRNA expression with regional and temporal specificity.,11,Rat
1917,2061,"Venero, JL",1994,"Intrastriatal infusion of nerve growth factor after quinolinic acid prevents reduction of cellular expression of choline acetyltransferase messenger RNA and trkA messenger RNA, but not glutamate decarboxylase messenger RNA.",11,Rat
1918,2062,"Viana, SD",2016,Regulation of striatal astrocytic receptor for advanced glycation end-products variants in an early stage of experimental Parkinson's disease.,46,Mouse
1919,2063,"Vilaro, MT",1992,Muscarinic M2 receptor mRNA expression and receptor binding in cholinergic and non-cholinergic cells in the rat brain: a correlative study using in situ hybridization histochemistry and receptor autoradiography.,11,Rat
1920,2064,"Vilaro, MT",1992,Muscarinic M2-selective ligands also recognize M4 receptors in the rat brain: evidence from combined in situ hybridization and receptor autoradiography.,5,Rat
1921,2065,"Villeda-Hernandes, J",2006,Morphometric analysis of brain lesions in rat fetuses prenatally exposed to low-level lead acetate: correlation with lipid peroxidation.,74,Rat
1922,2066,"Villeneuve, P",1999,Immunohistochemical distribution of the prohormone convertase PC5-A in rat brain.,11,Rat
1923,2067,"Visnyei, K",2006,Neural progenitor implantation restores metabolic deficits in the brain following striatal quinolinic acid lesion.,18,Rat
1924,2068,"Vogel, S",2018,Initial graft size and not the innate immune response limit survival of engrafted neural stem cells.,338,
1925,2069,"Wakita, H",1998,"Dose-dependent, protective effect of FK506 against white matter changes in the rat brain after chronic cerebral ischemia.",21,Rat
1926,2070,"Walaas, SI",1984,"DARPP-32, a dopamine- and adenosine 3':5'-monophosphate-regulated phosphoprotein enriched in dopamine-innervated brain regions. I. Regional and cellular distribution in the rat brain.",7,Rat
1927,2071,"Walker, RH",2012,Effects of subthalamic nucleus lesions and stimulation upon corticostriatal afferents in the 6-hydroxydopamine-lesioned rat.,13,Rat
1928,2072,"Wan, W",1995,Acute administration of typical and atypical antipsychotic drugs induces distinctive patterns of Fos expression in the rat forebrain.,21,Rat
1929,2073,"Wan, Y",2014,Circuit-selective striatal synaptic dysfunction in the Sapap3 knockout mouse model of obsessive-compulsive disorder.,331,Mouse
1930,2074,"Wang, CC",1996,Immunohistochemical study of amoeboid microglial cells in fetal rat brain.,27,Rat
1931,2075,"Wang, H",2003,Ultrastructural localization of delta-opioid receptors in the rat caudate-putamen nucleus during postnatal development: relation to synaptogenesis.,12,Rat
1932,2076,"Wang, H",2003,Postnatal development of mu-opioid receptors in the rat caudate-putamen nucleus parallels asymmetric synapse formation.,11,Rat
1933,2077,"Wang, HF",2001,Developmental restriction of the LIM homeodomain transcription factor Islet-1 expression to cholinergic neurons in the rat striatum.,11,Rat
1934,2078,"Wang, JT",2016,Kinetics of functionalised carbon nanotube distribution in mouse brain after systemic injection: Spatial to ultra-structural analyses.,211,Mouse
