"ID";"First_author";"Published";"Title";"Journal";"Species"
1734;"Matsui, T";2016,00;"Localization of organic cation transporter 2 (OCT2) in monoaminergic and cholinergic axon terminals of the mouse brain.";8;"Mouse"
1735;"Matsushita, K";2000,00;"Evidence for apoptosis after intercerebral hemorrhage in rat striatum.";57;"Rat"
1736;"Matthews, SG";1992,00;"Distribution and cellular localization of preproenkephalin mRNA in the ovine brain and pituitary.";21;"Sheep"
1737;"Mattson, BJ";2008,00;"Context-specific sensitization of cocaine-induced locomotor activity and associated neuronal ensembles in rat nucleus accumbens.";2;"Rat"
1738;"McCann, SK";2008,00;"Early increase of Nox4 NADPH oxidase and superoxide generation following endothelin-1-induced stroke in conscious rats.";26;"Rat"
1739;"McCarthy, D";2007,00;"Elevated dopamine levels during gestation produce region-specific decreases in neurogenesis and subtle deficits in neuronal numbers.";21;"Rat"
1740;"McDonald, AJ";1996,00;"Glutamate and aspartate immunoreactive neurons of the rat basolateral amygdala: colocalization of excitatory amino acids and projections to the limbic circuit.";12;"Rat"
1741;"McDonald, AJ";1982,00;"Cytoarchitecture of the central amygdaloid nucleus of the rat.";12;"Rat"
1742;"McFarland, NR";2009,00;"Comparison of transduction efficiency of recombinant AAV serotypes 1, 2, 5, and 8 in the rat nigrostriatal system.";46;
1743;"McLean, S";1986,00;"Autoradiographic localization of mu- and delta-opiate receptors in the forebrain of the rat.";21;"Rat"
1744;"McNeill, TH";1990,00;"Quantitative analysis of age-related dendritic changes in medium spiny I (MSI) striatal neurons of C57BL/6N mice.";64;"Mouse"
1745;"Meade, CA";2000,00;"Transient global ischemia in rats yields striatal projection neuron and interneuron loss resembling that in Huntington's disease.";18;"Rat"
1746;"Meffre, D";2013,00;"Distribution of membrane progesterone receptor alpha in the male mouse and rat brain and its regulation after traumatic brain injury.";11;"Mouse"
1747;"Mehla, J";2018,00;"Gradual Cerebral Hypoperfusion Impairs Fear Conditioning and Object Recognition Learning and Memory in Mice: Potential Roles of Neurodegeneration and Cholinergic Dysfunction.";229;"Mouse"
1748;"Meissner, KK";2005,00;"Transplants of neurosphere cell suspensions from aged mice are functional in the mouse model of Parkinson's.";21;"Mouse"
1749;"Menezes, JR";1994,00;"Expression of neuron-specific tubulin defines a novel population in the proliferative layers of the developing telencephalon.";7;"Mouse"
1751;"Merchant, KM";1991,00;"Haloperidol rapidly increases the number of neurotensin mRNA-expressing neurons in neostriatum of the rat brain.";21;"Rat"
1752;"Merlio, JP";1992,00;"Molecular cloning of rat trkC and distribution of cells expressing messenger RNAs for members of the trk family in the rat central nervous system.";11;"Rat"
1753;"Meshul, CK";2000,00;"Haloperidol reverses the changes in striatal glutamatergic immunolabeling following a 6-OHDA lesion.";5;"Rat"
1754;"Meshul, CK";2000,00;"Kappa opioid receptor immunoreactivity in the nucleus accumbens and caudate-putamen is primarily associated with synaptic vesicles in axons.";11;"Rat"
1755;"Meshul, CK";1996,00;"Effects of subchronic clozapine and haloperidol on striatal glutamatergic synapses.";46;"Rat"
1756;"Meshul, CK";1995,00;"GM1 ganglioside administration partially counteracts the morphological changes associated with haloperidol treatment within the dorsal striatum of the rat.";93;"Rat"
1757;"Meshul, CK";1994,00;"Haloperidol-induced morphological changes in striatum are associated with glutamate synapses.";21;"Rat"
1758;"Meshul, CK";1994,00;"Haloperidol-induced morphological alterations are associated with changes in calcium/calmodulin kinase II activity and glutamate immunoreactivity.";5;"Rat"
1759;"Meshul, CK";1989,00;"Regional, reversible ultrastructural changes in rat brain with chronic neuroleptic treatment.";21;"Rat"
1760;"Meyer, M";1998,00;"Comparison of mesencephalic free-floating tissue culture grafts and cell suspension grafts in the 6-hydroxydopamine-lesioned rat.";25;"Rat"
1761;"Mijnster, MJ";1997,00;"Regional and cellular distribution of serotonin 5-hydroxytryptamine2a receptor mRNA in the nucleus accumbens, olfactory tubercle, and caudate putamen of the rat.";12;"Rat"
1762;"Mijnster, MJ";1996,00;"Morphological changes in met(5)-enkephalin-immunoreactive synaptic boutons in the rat neostriatum after haloperidol decanoate treatment.";2;"Rat"
1763;"Mimura, T";2005,00;"Behavioral and histological evaluation of a focal cerebral infarction rat model transplanted with neurons induced from bone marrow stromal cells.";71;"Rat"
1764;"Mirjalili, T";2013,00;"Congenital abnormality effect of methamphetamine on histological, cellular and chromosomal defects in fetal mice.";315;"Mouse"
1765;"Miro, X";2001,00;"Differential distribution of cAMP-specific phosphodiesterase 7A mRNA in rat brain and peripheral organs.";5;"Rat"
1766;"Mis, K";1999,00;"Localization of cells expressing AChE mRNA in rat striatum using nonradioactive in situ hybridization.";316;"Rat"
1767;"Misztal, M";1996,00;"Subchronic intraventricular infusion of quinolinic acid produces working memory impairment--a model of progressive excitotoxicity.";59;"Rat"
1768;"Miyachi, S";2005,00;"Coincident stimulation of convergent cortical inputs enhances immediate early gene induction in the striatum.";11;"Rat"
1769;"Mo, JL";2018,00;"MicroRNA-365 modulates astrocyte conversion into neuron in adult rat brain after stroke by targeting Pax6.";33;"Rat"
1770;"Modo, M";2002,00;"Effects of implantation site of stem cell grafts on behavioral recovery from stroke damage.";269;
1771;"Moffett, JR";1997,00;"Quinolinate immunoreactivity in experimental rat brain tumors is present in macrophages but not in astrocytes.";18;"Rat"
1772;"Moller-Madsen, B";1992,00;"Localization of mercury in CNS of the rat. V. Inhalation exposure to metallic mercury.";317;"Rat"
1773;"Mons, N";1991,00;"Polyclonal anti-idiotypic antibodies as internal images of dopamine. Applications for biochemical and morphological studies of DA receptors in the rat brain.";248;"Rat"
1774;"Moraes, L";2012,00;"Neuroprotective effects and magnetic resonance imaging of mesenchymal stem cells labeled with SPION in a rat model of Huntington's disease.";103;"Rat"
1775;"Morales, M";1998,00;"Distribution of neurons expressing immunoreactivity for the 5HT3 receptor subtype in the rat brain and spinal cord.";12;"Rat"
1776;"Morelli, M";1992,00;"Combined microdialysis and Fos immunohistochemistry for the estimation of dopamine neurotransmission in the rat caudate-putamen.";46;"Rat"
1777;"Morilak, DA";1993,00;"Immunocytochemical localization and description of neurons expressing serotonin2 receptors in the rat brain.";11;"Rat"
1778;"Morino, P";1994,00;"Cholecystokinin in cortico-striatal neurons in the rat: immunohistochemical studies at the light and electron microscopical level.";2;"Rat"
1779;"Moriwaki, A";1996,00;"mu Opiate receptor immunoreactivity in rat central nervous system.";47;"Rat"
1780;"Moukhles, H";1992,00;"Early and widespread normalization of dopamine-neuropeptide Y interactions in the rat striatum after transplantation of fetal mesencephalon cells.";11;"Rat"
1781;"Mu, S";2016,00;"Dihydromyricetin Ameliorates 3NP-induced Behavioral Deficits and Striatal Injury in Rats.";79;"Rat"
1782;"Mu, S";2014,00;"Melatonin reduces projection neuronal injury induced by 3-nitropropionic acid in the rat striatum.";318;"Rat"
1783;"Mufson, EJ";1999,00;"Estrogen receptor immunoreactivity within subregions of the rat forebrain: neuronal distribution and association with perikarya containing choline acetyltransferase.";21;"Rat"
1784;"Mundel, P";1997,00;"Synaptopodin: an actin-associated protein in telencephalic dendrites and renal podocytes.";319;"Rat"
1785;"Mundt-Petersen, U";2000,00;"Caspase inhibition increases embryonic striatal graft survival.";18;"Rat"
1786;"Mungall, BA";1995,00;"Immunocytochemical localization of angiotensinogen in the fetal and neonatal rat brain.";11;"Rat"
1787;"Munos-Manchado, AB";2016,00;"Novel Striatal GABAergic Interneuron Populations Labeled in the 5HT3a(EGFP) Mouse.";185;"Mouse"
1788;"Mura, A";2000,00;"The expression of the calcium binding protein calretinin in the rat striatum: effects of dopamine depletion and L-DOPA treatment.";18;"Rat"
1789;"Murata, Y";2003,00;"Developing patterns of nitric oxide synthesizing neurons in the rat striatum: histochemical analysis.";21;"Rat"
1790;"Muriel, MP";1999,00;"Levodopa induces a cytoplasmic localization of D1 dopamine receptors in striatal neurons in Parkinson's disease.";104;"Rat"
1791;"Nagamatsu, S";1993,00;"Neuron-specific glucose transporter (NSGT): CNS distribution of GLUT3 rat glucose transporter (RGT3) in rat central neurons.";120;"Rat"
1792;"Nagao, Y";2013,00;"Expressional analysis of the astrocytic Kir4.1 channel in a pilocarpine-induced temporal lobe epilepsy model.";23;"Rat"
1793;"Nagatomo, I";1999,00;"Kainic and domoic acids differentially affect NADPH-diaphorase neurons in the mouse hippocampal formation.";30;"Mouse"
1794;"Naimi, S";1996,00;"Ontogeny of human striatal DARPP-32 neurons in fetuses and following xenografting to the adult rat brain.";18;"Rat"
1795;"Naito, A";1994,00;"The cortico-pallidal projection in the rat: an anterograde tracing study with biotinylated dextran amine.";21;"Rat"
1796;"Nakao, N";1996,00;"Differential trophic effects of basic fibroblast growth factor, insulin-like growth factor-1, and neurotrophin-3 on striatal neurons in culture.";18;"Rat"
1797;"Nakashima, K";1999,00;"Temporal and spatial profile of apoptotic cell death in transient intracerebral mass lesion of the rat.";135;"Rat"
1798;"Nakayama, H";1998,00;"Expression of the nicotinic acetylcholine receptor alpha4 subunit mRNA in the rat cerebellar cortex.";8;"Rat"
1799;"Naylor, MC";2007,00;"Heparan sulfate mediates neuroprotection from degeneration in experimental glutaric aciduria.";88;"Mouse"
1800;"Nie, J";2016,00;"Willed-movement training reduces brain damage and enhances synaptic plasticity related proteins synthesis after focal ischemia.";30;"Rat"
1801;"Nimura, T";1996,00;"Heme oxygenase-1 (HO-1) protein induction in rat brain following focal ischemia.";21;"Rat"
1802;"Nishino, A";1994,00;"A novel aspect of thrombin in the tissue reaction following central nervous system injury.";77;"Rat"
1803;"Nitsch, C";1995,00;"Synaptic reorganisation in the rat striatum after dopaminergic deafferentation: an ultrastructural study using glutamate decarboxylase immunocytochemistry.";5;"Rat"
1804;"Niu, H";2018,00;"Alpha-synuclein overexpression in the olfactory bulb initiates prodromal symptoms and pathology of Parkinson's disease.";320;"Rat"
1805;"Noack, H";1998,00;"Differential expression of superoxide dismutase isoforms in neuronal and glial compartments in the course of excitotoxically mediated neurodegeneration: relation to oxidative and nitrergic stress.";33;"Rat"
1806;"Noblett, KL";1996,00;"Co-expression of receptor mRNA and protein: striatal dopamine and excitatory amino acid subtypes.";109;"Rat"
1807;"Norazit, A";2011,00;"Vascular endothelial growth factor and platelet derived growth factor modulates the glial response to a cortical stab injury.";11;"Rat"
1808;"Normand, E";1987,00;"Anatomical study of enkephalin gene expression in the rat forebrain following haloperidol treatment.";8;"Rat"
1809;"Nothias, F";1988,00;"Morphological alteration of thalamic afferents in the excitotoxically lesioned striatum.";21;"Rat"
1810;"Noto, T";2004,00;"Neuroprotective effect of tacrolimus (FK506) on ischemic brain damage following permanent focal cerebral ischemia in the rat.";21;"Rat"
1811;"Nygren, J";2006,00;"Enriched environment attenuates cell genesis in subventricular zone after focal ischemia in mice and decreases migration of newborn cells to the striatum.";269;"Mouse"
1812;"O'Donnell, P";1997,00;"Interconnected parallel circuits between rat nucleus accumbens and thalamus revealed by retrograde transynaptic transport of pseudorabies virus.";7;"Rat"
1813;"O'Kusky, JR";1988,00;"Methylmercury-induced movement and postural disorders in developing rat: loss of somatostatin-immunoreactive interneurons in the striatum.";21;"Rat"
1814;"Oermann, E";1999,00;"Differential maturational patterns of nitric oxide synthase-I and NADPH diaphorase in functionally distinct cortical areas of the mouse cerebral cortex.";117;"Mouse"
1815;"Ohmura, A";2005,00;"Prolonged hypothermia protects neonatal rat brain against hypoxic-ischemia by reducing both apoptosis and necrosis.";125;"Rat"
1816;"Ohya, W";2007,00;"Hepatocyte growth factor (HGF) promotes oligodendrocyte progenitor cell proliferation and inhibits its differentiation during postnatal development in the rat.";21;"Rat"
1817;"Okamura, A";1997,00;"Postnatal ontogeny of striatal-enriched protein tyrosine phosphatase (STEP) in rat striatum.";18;"Rat"
1818;"Okita, S";2012,00;"Cell type-specific localization of optineurin in the striatal neurons of mice: implications for neuronal vulnerability in Huntington's disease.";11;"Mouse"
1819;"Olschowka, JA";1981,00;"The distribution of bovine pancreatic polypeptide-like immunoreactive neurons in rat brain.";73;"Rat"
1820;"Ongur, D";2000,00;"The organization of networks within the orbital and medial prefrontal cortex of rats, monkeys and humans. [Review] [115 refs]";185;
1821;"Onken, M";2012,00;"Simple model of forebrain ischemia in mouse.";109;"Mouse"
1822;"Ortega, S";1998,00;"Neuronal defects and delayed wound healing in mice lacking fibroblast growth factor 2.";6;"Mouse"
1823;"Osman, AM";2011,00;"Long-term stimulation of neural progenitor cell migration after cortical ischemia in mice.";269;"Mouse"
1824;"Ostergaard, K";1995,00;"Organotypic slice cultures of the rat striatum: an immunocytochemical, histochemical and in situ hybridization study of somatostatin, neuropeptide Y, nicotinamide adenine dinucleotide phosphate-diaphorase, and enkephalin.";25;"Rat"
1825;"Ostergaard, K";1993,00;"Organotypic slice cultures of the rat striatum--I. A histochemical and immunocytochemical study of acetylcholinesterase, choline acetyltransferase, glutamate decarboxylase and GABA.";11;"Rat"
1826;"Ostroveanu, A";2007,00;"A-kinase anchoring protein 150 in the mouse brain is concentrated in areas involved in learning and memory.";21;"Mouse"
1827;;0,00;;;
1828;"Oury, TD";1999,00;"Localization of extracellular superoxide dismutase in adult mouse brain.";21;"Mouse"
1829;"Pacioni, S";2017,00;"Human mesenchymal stromal cells inhibit tumor growth in orthotopic glioblastoma xenografts.";321;"Rat"
1830;"Pakkanen, JS";2006,00;"Effect of chronic nicotine treatment on localization of neuronal nicotinic acetylcholine receptors at cellular level.";5;"Mouse"
1831;"Pakzaban, P";1994,00;"Effect of exogenous nerve growth factor on neurotoxicity of and neuronal gene delivery by a herpes simplex amplicon vector in the rat brain.";81;"Rat"
1832;"Paladino, E";2017,00;"Selective Sparing of Striatal Interneurons after Poly (ADP-Ribose) Polymerase 1 Inhibition in the R6/2 Mouse Model of Huntington's Disease.";100;"Mouse"
1833;"Panagiotaropoulos, T";2009,00;"Learning of a T-maze by rat pups when contact with the mother is either permitted or denied.";280;"Rat"
1834;"Papagapiou, MP";1990,00;"Regional neuroprotective effects of the NMDA receptor antagonist MK-801 (dizocilpine) in hypoglycemic brain damage.";57;"Rat"
1835;"Paskevich, PA";1991,00;"Morphological assessment of neuronal aggregates in the striatum of the rat.";12;"Rat"
1836;"Paul, ML";1995,00;"Priming of a D1 dopamine receptor behavioural response is dissociated from striatal immediate-early gene activity.";11;"Rat"
1837;"Paulussen, M";2009,00;"Thymosin beta 4 mRNA and peptide expression in phagocytic cells of different mouse tissues.";73;"Mouse"
1838;"Pei, Q";2003,00;"Antidepressant drug treatment induces Arc gene expression in the rat brain.";11;"Rat"
1839;"Pennell, NA";1997,00;"Colonization of neural allografts by host microglial cells: relationship to graft neovascularization.";88;"Rat"
1840;"Penner, MR";2002,00;"Age-related distribution of c-fos expression in the striatum of CD-1 mice after acute methylphenidate administration.";21;"Mouse"
1841;"Peris, J";1998,00;"Antisense inhibition of striatal GABAA receptor proteins decreases GABA-stimulated chloride uptake and increases cocaine sensitivity in rats.";21;"Rat"
1842;"Perlbarg, V";2018,00;"Alterations of the nigrostriatal pathway in a 6-OHDA rat model of Parkinson's disease evaluated with multimodal MRI.";13;"Rat"
1843;"Persohn, E";1992,00;"Comparative molecular neuroanatomy of cloned GABAA receptor subunits in the rat CNS.";12;"Rat"
1844;"Pesini, P";1998,00;"Distribution of a glucocorticoid-induced orphan receptor (JP05) mRNA in the central nervous system of the mouse.";21;"Mouse"
1845;"Petersen, A";1999,00;"Impact of a preceding striatal excitotoxic lesion and treatment with ciliary neurotrophic factor on striatal graft survival.";30;"Rat"
1846;"Petersen, R";2000,00;"No changes in dopamine D(1) receptor mRNA expressing neurons in the dorsal striatum of rats with oral movements induced by long-term haloperidol administration.";21;"Rat"
1847;"Petito, CK";1986,00;"Postischemic alterations in ultrastructural cytochemistry of neuronal Golgi apparatus.";322;"Rat"
1848;"Pfister, C";1989,00;"Sexually dimorphic level of CCK-8-like immunoreactive neuronal somata within several basal forebrain nuclei of the rat.";323;"Rat"
1849;"Pforte, C";2005,00;"Increase in proliferation and gliogenesis but decrease of early neurogenesis in the rat forebrain shortly after transient global ischemia.";11;"Rat"
1850;"Pickel, VM";1999,00;"Regional and subcellular distribution of a neutral and basic amino acid transporter in forebrain neurons containing nitric oxide synthase.";12;"Rat"
1851;"Pierret, P";1998,00;"Trophic and tropic effects of striatal astrocytes on cografted mesencephalic dopamine neurons and their axons.";26;"Rat"
1852;"Pinaud, R";2002,00;"Complexity of sensory environment drives the expression of candidate-plasticity gene, nerve growth factor induced-A.";11;"Rat"
1853;"Pinaud, R";2001,00;"Upregulation of the immediate early gene arc in the brains of rats exposed to environmental enrichment: implications for molecular plasticity.";21;"Rat"
1854;"Pisarek, H";1992,00;"The effect of mesulergine on prolactin secretion and anterior pituitary cells morphology in diethylstilboestrol-treated female Wistar rats.";74;"Rat"
1855;"Plenz, D";1998,00;"Morphological organization of the globus pallidus-subthalamic nucleus system studied in organotypic cultures.";12;"Rat"
1856;"Pol, S";2018,00;"Teriflunomide's Effect on Glia in Experimental Demyelinating Disease: A Neuroimaging and Histologic Study.";324;
1857;"Pompei, P";1997,00;"In situ hybridization analysis of preprotachykinin-A and -B mRNA levels in short-term sodium depletion.";21;"Rat"
1858;"Pompei, P";1995,00;"Effect of adrenal steroids on preproneurokinin-A gene expression in discrete regions of the rat brain.";21;"Rat"
1859;"Popa-Wagner, A";1992,00;"Decortication and striatal mRNA: increases of mRNA for fibronectin, but not of NCAM or alpha-1 tubulin.";142;"Rat"
1860;"Popovic, N";2005,00;"Lentiviral gene delivery of GDNF into the striatum of R6/2 Huntington mice fails to attenuate behavioral and neuropathological changes.";18;"Mouse"
1861;"Popovici, T";1990,00;"Localization of aldolase C mRNA in brain cells.";120;"Rat"
1862;"Portera-Cailliau, C";1995,00;"Evidence for apoptotic cell death in Huntington disease and excitotoxic animal models.";7;"Rat"
1863;"Possel, H";2000,00;"Selective upregulation of inducible nitric oxide synthase (iNOS) by lipopolysaccharide (LPS) and cytokines in microglia: in vitro and in vivo studies.";33;
1864;"Priestley, JV";1981,00;"Neurotransmitter-specific projection neurons revealed by combining PAP immunohistochemistry with retrograde transport of HRP.";21;"Rat"
1865;"Qin, Y";1992,00;"Effects of quinolinic acid on messenger RNAs encoding somatostatin and glutamic acid decarboxylases in the striatum of adult rats.";18;"Rat"
1866;"Qiu, F";2006,00;"[The effect of ligustrazine on cells proliferation in cortex and striatum after focal cerebral ischemia in adult rats]. [Chinese]";;
1867;"Qiu, L";2007,00;"Changes of cell proliferation and differentiation in the developing brain of mouse.";220;"Mouse"
1868;"Rabchevsky, AG";1998,00;"A role for transforming growth factor alpha as an inducer of astrogliosis.";7;"Mouse"
1869;"Rademacher, DJ";2006,00;"The neural substrates of amphetamine conditioned place preference: implications for the formation of conditioned stimulus-reward associations.";2;"Rat"
1870;"Rajdev, S";1998,00;"Acute phencyclidine neurotoxicity in rat forebrain: induction of haem oxygenase-1 and attenuation by the antioxidant dimethylthiourea.";2;"Rat"
1871;"Ramos, AJ";2000,00;"Neuroglial interactions in a model of para-chlorophenylalanine-induced serotonin depletion.";21;"Rat"
1872;"Ravenelle, R";2014,00;"Sex differences in diazepam effects and parvalbumin-positive GABA neurons in trait anxiety Long Evans rats.";55;"Rat"
1873;"Reimers, D";2001,00;"Developmental expression of fibroblast growth factor (FGF) receptors in neural stem cell progeny. Modulation of neuronal and glial lineages by basic FGF treatment.";40;"Rat"
1875;"Ren, K";2017,00;"Striatal Distribution and Cytoarchitecture of Dopamine Receptor Subtype 1 and 2: Evidence from Double-Labeling Transgenic Mice.";325;"Mouse"
1876;"Requejo, C";2018,00;"Nanodelivery of Cerebrolysin and Rearing in Enriched Environment Induce Neuroprotective Effects in a Preclinical Rat Model of Parkinson's Disease.";158;"Rat"
1877;"Reuss, S";2004,00;"Acute moderate hyponatraemia and its rapid correction: effects on striatal and pontine ultrastructure in an animal model of the TURP syndrome.";326;
1878;"Revischin, A";2016,00;"Effects of striatal transplantation of cells transfected with GDNF gene without pre- and pro-regions in mouse model of Parkinson's disease.";31;"Mouse"
1879;"Revischin, AV";2010,00;"New calretinin-positive cells with polymorphous spines in the mouse forebrain during early postnatal ontogeny.";327;"Mouse"
1880;"Reyes-Irisarri, E";2005,00;"Neuronal expression of cAMP-specific phosphodiesterase 7B mRNA in the rat brain.";11;"Rat"
1881;"Rhodes, KJ";1996,00;"Voltage-gated K+ channel beta subunits: expression and distribution of Kv beta 1 and Kv beta 2 in adult rat brain.";7;"Rat"
1882;"Ribeiro, PO";2013,00;"A single intraperitoneal injection of ketamine does not affect spatial working, reference memory or neurodegeneration in adult mice: An animal study.";326;"Mouse"
1883;"Rice, JP";2012,00;"Effects of exposure to moderate levels of ethanol during prenatal brain development on dendritic length, branching, and spine density in the nucleus accumbens and dorsal striatum of adult rats.";197;"Rat"
1884;"Robers, RC";2003,00;"Ultrastructural correlates of haloperidol-induced oral dyskinesias in rats: a study of unlabeled and enkephalin-labeled striatal terminals.";56;"Rat"
1885;"Roberts, RC";2001,00;"Effect of chronic olanzapine treatment on striatal synaptic organization.";5;"Rat"
1886;"Roberts, RC";1996,00;"Synaptic organization of the human striatum: a postmortem ultrastructural study.";12;"Human"
1887;"Roberts, RC";1995,00;"Ultrastructural correlates of haloperidol-induced oral dyskinesias in rat striatum.";5;"Rat"
1888;"Roberts, RC";1993,00;"Intrastriatal injections of quinolinic acid or kainic acid: differential patterns of cell survival and the effects of data analysis on outcome.";18;"Rat"
1889;"Robertson, GS";1992,00;"Neuroleptics increase c-fos expression in the forebrain: contrasting effects of haloperidol and clozapine.";11;"Rat"
1890;"Robinson, MB";1995,00;"Evidence of excitotoxicity in the brain of the ornithine carbamoyltransferase deficient sparse fur mouse.";21;"Mouse"
1891;"Robinson, SE";1993,00;"Prenatal exposure to methadone delays the development of striatal cholinergic neurons.";21;"Rat"
1892;;0,00;;;
1893;"Rodrigo, J";1998,00;"Distribution of catecholaminergic afferent fibres in the rat globus pallidus and their relations with cholinergic neurons.";14;"Rat"
1894;"Rodrigues, RQ";2004,00;"Astroglial and microglial activation in the wistar rat ventral tegmental area after a single striatal injection of 6-hydroxydopamine.";61;"Rat"
1895;"Rodriguez, JJ";1999,00;"Enhancement of N-methyl-D-aspartate (NMDA) immunoreactivity in residual dendritic spines in the caudate-putamen nucleus after chronic haloperidol administration.";5;"Rat"
1896;"Rojczyk, E";2015,00;"Effects of neuroleptics administration on adult neurogenesis in the rat hypothalamus.";237;"Rat"
1897;"Romano, GJ";1987,00;"Haloperidol increases proenkephalin mRNA levels in the caudate-putamen of the rat: a quantitative study at the cellular level using in situ hybridization.";21;"Rat"
1898;"Room, P";1981,00;"Divergent axon collaterals of rat locus coeruleus neurons: demonstration by a fluorescent double labeling technique.";21;"Rat"
1899;"Rosenqvist, N";2005,00;"Inhibition of chromatin condensation prevents transgene silencing in a neural progenitor cell line transplanted to the rat brain.";88;"Rat"
1900;"Rossner, S";1995,00;"192IgG-saporin immunotoxin-induced loss of cholinergic cells differentially activates microglia in rat basal forebrain nuclei.";26;"Rat"
1901;"Rothe, F";1998,00;"Subcellular localization of the neuronal isoform of nitric oxide synthase in the rat brain: a critical evaluation.";11;"Rat"
1902;"Rothstein, JD";1994,00;"Localization of neuronal and glial glutamate transporters.";192;"Rat"
1903;"Rotlland, D";2012,00;"Brain pattern of histone H3 phosphorylation after acute amphetamine administration: its relationship to brain c-fos induction is strongly dependent on the particular brain area.";59;"Rat"
1904;"Roubos, EW";2003,00;"NPY-mRNA expressions in the nucleus accumbens, caudate putamen and cerebral cortex of apomorphine-susceptible and apomorphine-unsusceptible rats.";108;"Rat"
1905;"Rouget, M";1993,00;"Astrocyte-regulated synaptogenesis: an in vitro ultrastructural study.";8;"Mouse"
1906;"Rubio, I";2009,00;"Effects of partial suppression of parkin on huntingtin mutant R6/1 mice.";21;"Mouse"
1907;"Rumpel, R";2015,00;"Transplantation of fetal ventral mesencephalic progenitor cells overexpressing high molecular weight fibroblast growth factor 2 isoforms in 6-hydroxydopamine lesioned rats.";11;"Rat"
1908;"Rushlow, W";1994,00;"Colocalization of prosomatostatin-derived peptides in the caudate-putamen of the rat.";12;"Rat"
1909;"Saalmann, YB";2007,00;"Cellular distribution of the GABAA receptor-modulating 3alpha-hydroxy, 5alpha-reduced pregnane steroids in the adult rat brain.";53;"Rat"
1910;"Sadikot, AF";1998,00;"NMDA receptor antagonists influence early development of GABAergic interneurons in the mammalian striatum.";21;"Rat"
1911;"Saffran, BN";1987,00;"Putative gliotoxin, alpha-aminoadipic acid, fails to kill hippocampal astrocytes in vivo.";8;"Rat"
1912;"Sagrillo, CA";1998,00;"Effects of prolactin on expression of the mRNAs encoding the immediate early genes zif/268 (NGF1-A), nur/77 (NGF1-B), c-fos and c-jun in the hypothalamus.";21;
1913;"Saito, H";2013,00;"123I-iomazenil single photon emission computed tomography visualizes recovery of neuronal integrity by bone marrow stromal cell therapy in rat infarct brain.";269;"Rat"
1914;"Saito, H";1993,00;"Cellular and intracellular localization of epsilon-subspecies of protein kinase C in the rat brain; presynaptic localization of the epsilon-subspecies.";21;"Rat"
1915;"Salin, P";1990,00;"Somatostatin-immunoreactive neurons in the rat striatum: effects of corticostriatal and nigrostriatal dopaminergic lesions.";21;"Rat"
1916;"Salin, P";1990,00;"Differential effects of chronic treatment with haloperidol and clozapine on the level of preprosomatostatin mRNA in the striatum, nucleus accumbens, and frontal cortex of the rat.";62;"Rat"
1917;"San Jose, I";2001,00;"Reduction of glial fibrillary acidic protein-immunoreactive astrocytes in some brain areas of old hairless rhino-j mice (hr-rh-j).";8;"Mouse"
1918;"Sandini, TM";2015,00;"Prenatal exposure to integerrimine N-oxide enriched butanolic residue from Senecio brasiliensis affects behavior and striatal neurotransmitter levels of rats in adulthood.";76;"Rat"
1919;"Sandler, VM";2002,00;"Modified herpes simplex virus delivery of enhanced GFP into the central nervous system.";109;"Rat"
1920;"Santarelli, JG";2006,00;"Incorporation of bone marrow-derived Flk-1-expressing CD34+ cells in the endothelium of tumor vessels in the mouse brain.";111;"Mouse"
1921;"Saporta, S";2000,00;"In vitro and in vivo characterization of hNT neuron neurotransmitter phenotypes.";30;"Rat"
1922;"Saraceno, GE";2012,00;"Hippocampal dendritic spines modifications induced by perinatal asphyxia.";328;"Rat"
1923;"Saraceno, GE";2012,00;"Effects of perinatal asphyxia on rat striatal cytoskeleton.";5;"Rat"
1924;"Sareen, D";2009,00;"Chromosome 7 and 19 trisomy in cultured human neural progenitor cells.";13;"Rat"
1925;"Sato, D";1997,00;"Developmental changes in distribution patterns of phencyclidine-induced c-Fos in rat forebrain.";8;"Rat"
1926;"Sato, SM";2011,00;"Quantitative mapping of cocaine-induced DELTAFosB expression in the striatum of male and female rats.";13;"Rat"
1927;"Satoh, K";1983,00;"A comparison of the distribution of central cholinergic neurons as demonstrated by acetylcholinesterase pharmacohistochemistry and choline acetyltransferase immunohistochemistry.";30;"Rat"
1928;"Satriotomo, I";2006,00;"JAK2 and STAT3 activation contributes to neuronal damage following transient focal cerebral ischemia.";46;"Rat"
1929;"Sauer, H";1992,00;"Cryopreservation, survival and function of intrastriatal fetal mesencephalic grafts in a rat model of Parkinson's disease.";25;"Rat"
1930;"Savchenko, VL";2000,00;"Microglia and astrocytes in the adult rat brain: comparative immunocytochemical analysis demonstrates the efficacy of lipocortin 1 immunoreactivity.";11;"Rat"
1931;"Saylor, AJ";2010,00;"An intrastriatal brain-derived neurotrophic factor infusion restores striatal gene expression in Bdnf heterozygous mice.";22;"Mouse"
1932;"Saylor, AJ";2006,00;"BDNF heterozygous mice demonstrate age-related changes in striatal and nigral gene expression.";18;"Mouse"
1933;"Scammell, TE";2000,00;"Hypothalamic arousal regions are activated during modafinil-induced wakefulness.";7;"Rat"
1934;"Scarpini, CG";2001,00;"Latency associated promoter transgene expression in the central nervous system after stereotaxic delivery of replication-defective HSV-1-based vectors.";198;"Rat"
